"{""chat"": [{""sex"": ""2"", ""content"": ""怎么称呼""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我也在想这个问题，我不知道你是谁，但你是怎么出现在我好友栏里的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好开心哦""}, {""sex"": ""1"", ""content"": ""是啊，只要跟你聊天我就觉得很开心""}, {""sex"": ""1"", ""content"": ""开开心心没有烦恼不是挺好的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识好久了""}, {""sex"": ""1"", ""content"": ""认识这么久还真的不容易啊。""}, {""sex"": ""1"", ""content"": ""认识这么优秀的你，也是我的荣幸啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识很久了吗""}, {""sex"": ""1"", ""content"": ""认识你之后，我忘记时间了。""}, {""sex"": ""1"", ""content"": ""要不我们时间倒流回去数一数？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很无聊的""}, {""sex"": ""1"", ""content"": ""没关系，只要有你我就觉得一点都不无聊""}, {""sex"": ""1"", ""content"": ""为了不让你无聊，我来陪你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起得真早""}, {""sex"": ""1"", ""content"": ""早睡早起，身体好呀！""}, {""sex"": ""1"", ""content"": ""到了年纪就应该养生了，早点起来好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脾气不太好""}, {""sex"": ""1"", ""content"": ""哪能怎么办，我自己选的我自己宠。""}, {""sex"": ""1"", ""content"": ""我的强项就是宠脾气不好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""越来越会说了""}, {""sex"": ""1"", ""content"": ""因为越来越喜欢你了。""}, {""sex"": ""1"", ""content"": ""都是您教导的好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋越来越愿意听你说话了呢？""}, {""sex"": ""1"", ""content"": ""那是因为我说的越来越让你喜欢了。""}, {""sex"": ""1"", ""content"": ""那是因为我一直都在用心和你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肉食动物""}, {""sex"": ""1"", ""content"": ""还真看不出来小仙女是肉食动物呢。""}, {""sex"": ""1"", ""content"": ""你不会想吃我身上的肉吧？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有你的城市""}, {""sex"": ""1"", ""content"": ""没有我的城市一定很无趣吧。""}, {""sex"": ""1"", ""content"": ""那你就到有我的城市来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天出去玩""}, {""sex"": ""1"", ""content"": ""那今天是不是该来找我玩啦？""}, {""sex"": ""1"", ""content"": ""出去玩了，肯定很开心吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""闲得发慌""}, {""sex"": ""1"", ""content"": ""反正闲着也是闲着，不如跟我谈恋爱。""}, {""sex"": ""1"", ""content"": ""别荒废时间了，跟我一起做些有意义的事情吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃过早餐了没有呀""}, {""sex"": ""1"", ""content"": ""正在等待有人请我噢。""}, {""sex"": ""1"", ""content"": ""没有，你吃了吗，要不要一起去吃？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没哭啊""}, {""sex"": ""1"", ""content"": ""那这双红彤彤的小眼睛是怎么回事？""}, {""sex"": ""1"", ""content"": ""眼泪都是脑子里的水，哭过了你就不是水货了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忍不住哭了""}, {""sex"": ""1"", ""content"": ""别哭别哭，你一哭我就不知所措了。""}, {""sex"": ""1"", ""content"": ""摸摸，心疼我的小可爱，到我怀里哭吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吵吵闹闹""}, {""sex"": ""1"", ""content"": ""我们的关系只在吵闹间变得更好了。""}, {""sex"": ""1"", ""content"": ""但是我对你的感情一直都没哟变。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又没说错""}, {""sex"": ""1"", ""content"": ""对对对，小仙女什么时候说的不对了。""}, {""sex"": ""1"", ""content"": ""就算你说错了，我也不敢讲呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃了蜂蜜吗""}, {""sex"": ""1"", ""content"": ""不吃蜂蜜怎么给你带来甜甜的感觉呢。""}, {""sex"": ""1"", ""content"": ""那你喜欢我这么甜吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在想我？""}, {""sex"": ""1"", ""content"": ""非常非常的想你。""}, {""sex"": ""1"", ""content"": ""我要是不想你，那还能是我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正想你呢""}, {""sex"": ""1"", ""content"": ""想我怎么也不找我啊？""}, {""sex"": ""1"", ""content"": ""那你有没有感应到我也在想你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是心动了吗""}, {""sex"": ""1"", ""content"": ""对啊，对你的怦然心动啊。""}, {""sex"": ""1"", ""content"": ""是心动啊，糟糕眼神躲不掉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快去睡觉了""}, {""sex"": ""1"", ""content"": ""遵命，小仙女也要快点睡觉哦。""}, {""sex"": ""1"", ""content"": ""给我一个晚安吻，不然我会睡不着的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在不忙吗""}, {""sex"": ""1"", ""content"": ""我对你随时有空。""}, {""sex"": ""1"", ""content"": ""再忙也要抽空想你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""前途""}, {""sex"": ""1"", ""content"": ""做我男朋友很有前途哦""}, {""sex"": ""1"", ""content"": ""不止是前途还是钱途""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""减肥呢""}, {""sex"": ""1"", ""content"": ""正在努力的减肥呢。""}, {""sex"": ""1"", ""content"": ""减啥肥啊，你不觉得胖胖的有手感吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么不好呢""}, {""sex"": ""1"", ""content"": ""因为你不在身边啊。""}, {""sex"": ""1"", ""content"": ""因为不是你当然是不好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""提升""}, {""sex"": ""1"", ""content"": ""人就是要不断提升自己，不可以一直在原地打转。""}, {""sex"": ""1"", ""content"": ""要不要我来帮你提升提升？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你的唯一吗""}, {""sex"": ""1"", ""content"": ""你一直都是我的唯一啊""}, {""sex"": ""1"", ""content"": ""你是我的唯一不是很正常了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也起来了""}, {""sex"": ""1"", ""content"": ""想见你肯定得早点起呀。""}, {""sex"": ""1"", ""content"": ""没办法，我们就是这么心有灵犀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉你很会说话""}, {""sex"": ""1"", ""content"": ""别感觉了，你试试不就知道了。""}, {""sex"": ""1"", ""content"": ""除了会说话我还有其他功能要不要试试？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快冻死了""}, {""sex"": ""1"", ""content"": ""傻瓜，冷不知道多穿点衣服吗？""}, {""sex"": ""1"", ""content"": ""快来我怀里，我帮你捂暖一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我不认识你""}, {""sex"": ""1"", ""content"": ""朋友和情人不都是从陌生到熟悉的吗？""}, {""sex"": ""1"", ""content"": ""认不认识不重要，重要的是我想认识你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样就不可爱了""}, {""sex"": ""1"", ""content"": ""我怕太可爱，你会自愧不如。""}, {""sex"": ""1"", ""content"": ""再可爱也没有你可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情场高手""}, {""sex"": ""1"", ""content"": ""没错，情场高手就是我！""}, {""sex"": ""1"", ""content"": ""你都这么说了，那我就承认了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""慢慢讲""}, {""sex"": ""1"", ""content"": ""我会慢慢跟你讲一辈子的。""}, {""sex"": ""1"", ""content"": ""但我已经迫不及待想要告诉你全部了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我猜也是""}, {""sex"": ""1"", ""content"": ""小仙女可真厉害，猜得这么准。""}, {""sex"": ""1"", ""content"": ""早知道我就不告诉你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""靠缘分""}, {""sex"": ""1"", ""content"": ""缘分来了，你想逃都逃不了。""}, {""sex"": ""1"", ""content"": ""那我只能靠靠你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞧你那傻样""}, {""sex"": ""1"", ""content"": ""喜欢你的傻样，不乐意啊！""}, {""sex"": ""1"", ""content"": ""我是傻着玩，你是傻的可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好上班养我""}, {""sex"": ""1"", ""content"": ""你放心吧，保证把你养得肥肥胖胖。""}, {""sex"": ""1"", ""content"": ""我副职业养猪！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你养""}, {""sex"": ""1"", ""content"": ""好的，我会安心大胆的养你。""}, {""sex"": ""1"", ""content"": ""养个这么可爱的你也不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不无聊嘛""}, {""sex"": ""1"", ""content"": ""有你陪着我怎么会无聊呢？""}, {""sex"": ""1"", ""content"": ""是有点无聊，那你有不无聊的活动吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早啊亲""}, {""sex"": ""1"", ""content"": ""早早早，漂亮的人儿都不睡懒觉""}, {""sex"": ""1"", ""content"": ""早呀，新的一天开始了，你比昨天更可爱了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""善良一点""}, {""sex"": ""1"", ""content"": ""我一直都很善良的好嘛。""}, {""sex"": ""1"", ""content"": ""你听过人善被人欺吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是可怜没人爱。""}, {""sex"": ""1"", ""content"": ""怎么会，我这不就过来爱你了吗。""}, {""sex"": ""1"", ""content"": ""想你这样的小可爱，怎么会没人爱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""作业好多啊""}, {""sex"": ""1"", ""content"": ""把你们老师叫出来，竟然布置这么多作业为难你，我要好好教育一下他。""}, {""sex"": ""1"", ""content"": ""做得完吗？需不需要外援？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认真""}, {""sex"": ""1"", ""content"": ""对你的感情我一直都很认真""}, {""sex"": ""1"", ""content"": ""很认真，比高考的时候还要认真""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才过分""}, {""sex"": ""1"", ""content"": ""对啊，我为你过分着迷。""}, {""sex"": ""1"", ""content"": ""难道我对你不好吗，怎么就过分了呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有十分钟""}, {""sex"": ""1"", ""content"": ""时间掐得这么准的嘛。""}, {""sex"": ""1"", ""content"": ""我突然有点紧张是怎么回事？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美不""}, {""sex"": ""1"", ""content"": ""美呆了，美得我都要窒息了""}, {""sex"": ""1"", ""content"": ""你比我见过的所有女孩都要美""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多喝热水吧""}, {""sex"": ""1"", ""content"": ""果然热水是万能的。""}, {""sex"": ""1"", ""content"": ""除了热水，你也要给我热情的爱才行啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你慢慢想""}, {""sex"": ""1"", ""content"": ""我已经在想你了，你没发现吗。""}, {""sex"": ""1"", ""content"": ""像我这么努力的人，当然是慢慢想你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备洗洗睡觉""}, {""sex"": ""1"", ""content"": ""看来睡觉真的是一件很愉快的事情。""}, {""sex"": ""1"", ""content"": ""洗的时候记得洗的干净点。""}], ""lock"": 1}"
