"{""chat"": [{""sex"": ""1"", ""content"": ""发现我们有个默契?""}, {""sex"": ""2"", ""content"": ""？？?""}, {""sex"": ""1"", ""content"": ""你不言，我也不语""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找我有事吗？""}, {""sex"": ""1"", ""content"": ""没事，就是想你想得控制不住了。""}, {""sex"": ""1"", ""content"": ""有，我不找你你就不会主动找我是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么加班""}, {""sex"": ""1"", ""content"": ""工作做不完就只好加班了""}, {""sex"": ""1"", ""content"": ""我也想知道为什么加班，我也想按时回家啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就睡觉呗""}, {""sex"": ""1"", ""content"": ""那你准备好梦到我了吗？""}, {""sex"": ""1"", ""content"": ""那你还欠我一句晚安没说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不信，""}, {""sex"": ""1"", ""content"": ""你这样质疑我，我会觉得很难过的。""}, {""sex"": ""1"", ""content"": ""我这话你都不相信，你是不是都没有相信的人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今日份可爱""}, {""sex"": ""1"", ""content"": ""今日分你是最可爱的。""}, {""sex"": ""1"", ""content"": ""我已经准备好接收你的可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是单身吧""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好是单身。""}, {""sex"": ""1"", ""content"": ""单身的快乐，你懂吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""十点半""}, {""sex"": ""1"", ""content"": ""上床睡觉了没有？是不是在等我说晚安？""}, {""sex"": ""1"", ""content"": ""是想念你的十点半。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我姨妈要来了""}, {""sex"": ""1"", ""content"": ""你有啥需要你就说，我保证做到。""}, {""sex"": ""1"", ""content"": ""你姨妈没事就乱来的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要来大姨妈""}, {""sex"": ""1"", ""content"": ""来大姨妈会不会肚子疼，你要注意照顾好自己哦。""}, {""sex"": ""1"", ""content"": ""那你就要忌口了，可别想吃冷饮和辣的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女人太难了""}, {""sex"": ""1"", ""content"": ""这不是还有我吗！""}, {""sex"": ""1"", ""content"": ""要是不难，女人岂不是要起飞吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没起来呢""}, {""sex"": ""1"", ""content"": ""我的小懒猪真的是赖床大王。""}, {""sex"": ""1"", ""content"": ""还不起来吗，太阳都晒屁屁了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚起来呢""}, {""sex"": ""1"", ""content"": ""我家小懒虫终于起床了。""}, {""sex"": ""1"", ""content"": ""像你这么懒得不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你睡会吧""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你一会要叫我起来哦。""}, {""sex"": ""1"", ""content"": ""可我还想跟你多说会儿话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能我太可爱啦""}, {""sex"": ""1"", ""content"": ""可爱到爆了。""}, {""sex"": ""1"", ""content"": ""有本事分我点可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这我哪知道""}, {""sex"": ""1"", ""content"": ""你要是想知道什么时候都可以知道。""}, {""sex"": ""1"", ""content"": ""你可以从我心里知道啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的未来是什么？""}, {""sex"": ""1"", ""content"": ""等你自己来看了不就知道了。""}, {""sex"": ""1"", ""content"": ""未来就是未来，还能是什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么不来找我""}, {""sex"": ""1"", ""content"": ""我怕我来找你，我会受不了。""}, {""sex"": ""1"", ""content"": ""我来找你，你愿意陪我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你了解我嘛""}, {""sex"": ""1"", ""content"": ""我还在了解当中。""}, {""sex"": ""1"", ""content"": ""你倒是给我机会啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊么""}, {""sex"": ""1"", ""content"": ""聊呀，聊几毛钱的？""}, {""sex"": ""1"", ""content"": ""开心！小仙女来找我聊天啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也等你""}, {""sex"": ""1"", ""content"": ""知道你也在等我，我觉得心里好甜蜜。""}, {""sex"": ""1"", ""content"": ""彼此等待真是一件幸福的事啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不善良""}, {""sex"": ""1"", ""content"": ""善良的人都不会主动说自己善良，我知道的。""}, {""sex"": ""1"", ""content"": ""你想像刺猬一样用刺包裹自己的柔软吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有多认真""}, {""sex"": ""1"", ""content"": ""你看我的样子就很认真了。""}, {""sex"": ""1"", ""content"": ""你应该没见过比我更认真的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你活在梦里""}, {""sex"": ""1"", ""content"": ""梦里能见到你，我宁愿活在梦里。""}, {""sex"": ""1"", ""content"": ""那你快点到梦里来找我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有魔法""}, {""sex"": ""1"", ""content"": ""小魔仙，你用魔法伤害人类会被抓起来的""}, {""sex"": ""1"", ""content"": ""魔法少女就是你吧？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过来找我喝""}, {""sex"": ""1"", ""content"": ""没事，我就找个让你灌醉我的机会！""}, {""sex"": ""1"", ""content"": ""我怕把你喝趴下了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""随时待命""}, {""sex"": ""1"", ""content"": ""小仙女放心，我随叫随到！""}, {""sex"": ""1"", ""content"": ""必须要随时待命呀，我要给你足够的安全感""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不问归期""}, {""sex"": ""1"", ""content"": ""你就从来不觉得好奇？""}, {""sex"": ""1"", ""content"": ""或许在你心里，早就知道归期是何时""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会伤心""}, {""sex"": ""1"", ""content"": ""别伤心好吗，我不想看见你伤心。""}, {""sex"": ""1"", ""content"": ""那我不那样了，你不要伤心，我希望你能一直开开心心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是在关心我吗""}, {""sex"": ""1"", ""content"": ""不关心你我还关心谁啊？""}, {""sex"": ""1"", ""content"": ""喜欢的人太迟钝怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""马上下课了""}, {""sex"": ""1"", ""content"": ""连这几分钟也忍不住想我了是吗？""}, {""sex"": ""1"", ""content"": ""报告老师，这里有个小朋友上课玩手机。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回应""}, {""sex"": ""1"", ""content"": ""你能给我的爱一些回应吗？""}, {""sex"": ""1"", ""content"": ""我会用最热烈的爱给你回应。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好帅哥[握手]""}, {""sex"": ""1"", ""content"": ""你好，小姐姐眼光可真好。""}, {""sex"": ""1"", ""content"": ""握了我的手可就一辈子不许放手哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人出去玩""}, {""sex"": ""1"", ""content"": ""那你要不要带我一起呢。""}, {""sex"": ""1"", ""content"": ""不想出去玩，只想和你好好待着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你在忙""}, {""sex"": ""1"", ""content"": ""傻瓜，就算我在忙你也可以给我发消息啊，我一有空就会回复你的。""}, {""sex"": ""1"", ""content"": ""别怕打扰我，我一直都在等你找我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是凡人""}, {""sex"": ""1"", ""content"": ""你本来就不是凡人，你是小仙女""}, {""sex"": ""1"", ""content"": ""竟然被你发现我不是一般人的事了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可爱呀""}, {""sex"": ""1"", ""content"": ""是啊，你只是好看而已。""}, {""sex"": ""1"", ""content"": ""可爱的人一般都不知道自己可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别别别""}, {""sex"": ""1"", ""content"": ""你确定要拒绝得这么干脆？""}, {""sex"": ""2"", ""content"": ""对啊。""}, {""sex"": ""1"", ""content"": ""那我给你寄的零食大礼包你也别签收了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""比较晚回家""}, {""sex"": ""1"", ""content"": ""以后别再这么晚回家了，我会担心的""}, {""sex"": ""1"", ""content"": ""早点回家睡觉啦，女孩子不可以熬夜的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚点回你""}, {""sex"": ""1"", ""content"": ""嗯嗯，那我等你晚点找我""}, {""sex"": ""1"", ""content"": ""好，那你先去忙正事，我就先不打扰你了""}], ""lock"": 1}"
