"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""早安宝贝 睡得怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好好玩吧""}, {""sex"": ""1"", ""content"": ""不行，没有你就不好玩了。""}, {""sex"": ""1"", ""content"": ""难道有陪你更好玩的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想笑了""}, {""sex"": ""1"", ""content"": ""想笑就笑呗，反正你笑起来很好看。""}, {""sex"": ""1"", ""content"": ""你笑起来这么好看，你难道不知道吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩的开心吗""}, {""sex"": ""1"", ""content"": ""要是有你在，会玩得更开心的。""}, {""sex"": ""1"", ""content"": ""没有你在我怎么开心得起来？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缘分呐""}, {""sex"": ""1"", ""content"": ""既然这么有缘，不如将缘分进行到底？结个婚如何？""}, {""sex"": ""1"", ""content"": ""不只是缘分，还是姻缘。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么有缘""}, {""sex"": ""1"", ""content"": ""毕竟是姻缘谱写好了的。""}, {""sex"": ""1"", ""content"": ""缘分就是这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上醒来""}, {""sex"": ""1"", ""content"": ""如果能够一起醒来就好了""}, {""sex"": ""1"", ""content"": ""你醒来的时候没看到我是不是很寂寞？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么快上去""}, {""sex"": ""1"", ""content"": ""早点喜欢你不就是很好嘛。""}, {""sex"": ""1"", ""content"": ""快点不是很好嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回家吃粽子""}, {""sex"": ""1"", ""content"": ""别忘了带我一起回家呀。""}, {""sex"": ""1"", ""content"": ""又可以吃到妈妈做的粽子了，开不开心？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看着看着睡着了""}, {""sex"": ""1"", ""content"": ""没事，你在梦里已经和我说了。""}, {""sex"": ""1"", ""content"": ""看来周公是来找你下棋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不能接受什么""}, {""sex"": ""1"", ""content"": ""我不能接受你离开我""}, {""sex"": ""1"", ""content"": ""没什么不能接受的，我这个人的心理承受能力很强的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欣然接受""}, {""sex"": ""1"", ""content"": ""我会接受你所有好所有坏所有可爱所有小脾气""}, {""sex"": ""1"", ""content"": ""果然好看的人肚量也大""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拒绝不接受""}, {""sex"": ""1"", ""content"": ""拒绝是为了掩饰你内心的小鹿会不安吗""}, {""sex"": ""1"", ""content"": ""拒绝无效，本法官说的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""绝交。""}, {""sex"": ""1"", ""content"": ""绝交就绝交，我早就不想跟你做朋友了，终于可以跟你做恋人了。""}, {""sex"": ""1"", ""content"": ""小朋友才会说绝交，可谁让你是我喜欢的小朋友呢？真没办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能正经聊天""}, {""sex"": ""1"", ""content"": ""难道我们现在的聊天很不正经吗？""}, {""sex"": ""1"", ""content"": ""不能，跟喜欢的人正经不起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在想你丫""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好在想你了。""}, {""sex"": ""1"", ""content"": ""想念真的一件很奇妙的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被亲了""}, {""sex"": ""1"", ""content"": ""是谁！哪只猪偷亲了你！""}, {""sex"": ""1"", ""content"": ""我都还没亲你呢，怎么可以让别人亲了你，呜呜呜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃过饭了？""}, {""sex"": ""1"", ""content"": ""我不介意撑着肚子再陪你吃一顿""}, {""sex"": ""1"", ""content"": ""吃过饭就不能看着你吃吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真乖""}, {""sex"": ""1"", ""content"": ""因为乖乖的你才会喜欢我呀。""}, {""sex"": ""1"", ""content"": ""我这么乖可以得到一点奖励吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是十万个为什么""}, {""sex"": ""1"", ""content"": ""那为什么你总是有那么多的为什么呢？""}, {""sex"": ""1"", ""content"": ""那你知道的东西肯定特别多对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头疼，""}, {""sex"": ""1"", ""content"": ""想我想得头疼吗？""}, {""sex"": ""1"", ""content"": ""是不是很难受，要不要去看医生？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦呦，我看看是她可爱还是我可爱""}, {""sex"": ""1"", ""content"": ""那得看谁在我心里咯。""}, {""sex"": ""1"", ""content"": ""主要是我喜欢你还是喜欢她呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""提前说""}, {""sex"": ""1"", ""content"": ""好，以后我有事都会提前跟你报备的""}, {""sex"": ""1"", ""content"": ""提前说了才会有心理准备呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公，在干嘛""}, {""sex"": ""1"", ""content"": ""老婆大人是不是想我了呢""}, {""sex"": ""1"", ""content"": ""你想让我干嘛？直说吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""总发表情""}, {""sex"": ""1"", ""content"": ""表情才能表达出我的各种情绪。""}, {""sex"": ""1"", ""content"": ""你又不跟我打视频电话，只好通过表情展现了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道了""}, {""sex"": ""1"", ""content"": ""没事儿，不知者无罪。""}, {""sex"": ""1"", ""content"": ""你亲我一下我就让你知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我爸爸住院了""}, {""sex"": ""1"", ""content"": ""咱爸怎么了，生病了吗？""}, {""sex"": ""1"", ""content"": ""那我得买点补品去看看叔叔才行了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""审美观不一样""}, {""sex"": ""1"", ""content"": ""你刚好就长在我的审美点上。""}, {""sex"": ""1"", ""content"": ""那我觉得你的审美有必要提高一下了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别气我了""}, {""sex"": ""1"", ""content"": ""生气的时候不要皱眉啊，不然会长皱纹的""}, {""sex"": ""1"", ""content"": ""我气我自己家老婆干嘛，多无聊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟女生要照片""}, {""sex"": ""1"", ""content"": ""我会看相哦，要不要给我发个你的照片我帮你看看？""}, {""sex"": ""1"", ""content"": ""我们可以交换照片吗？我没有别的意思，我就是想知道跟我相处的人是什么样的，可以吗？如果你感到为难的话也没关系，我们也可以继续保持现""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""更想你了""}, {""sex"": ""1"", ""content"": ""我会比你想我更想你的。""}, {""sex"": ""1"", ""content"": ""想念的时候可以用力点，这样就可以有回应了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥，可以帮我一个忙吗""}, {""sex"": ""1"", ""content"": ""你先说，我就帮你。""}, {""sex"": ""1"", ""content"": ""力所能及的帮帮你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先说的""}, {""sex"": ""1"", ""content"": ""好好好，我让着你嘛。""}, {""sex"": ""1"", ""content"": ""你长得好看，你说什么就是什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""静静的看着你装逼""}, {""sex"": ""1"", ""content"": ""你这样我会要求收门票的知道不""}, {""sex"": ""1"", ""content"": ""那看我装逼，有没有想参与呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有好看的电影""}, {""sex"": ""1"", ""content"": ""你喜欢看美剧吗？我可以给你推荐几部。""}, {""sex"": ""1"", ""content"": ""现在烂片太多，好看的电影很难挖掘。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我本善良""}, {""sex"": ""1"", ""content"": ""我就喜欢善良的你。""}, {""sex"": ""1"", ""content"": ""那就让这份善良一直陪着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来我梦里""}, {""sex"": ""1"", ""content"": ""那你得给我留一个门啊，不然我怎么进来""}, {""sex"": ""1"", ""content"": ""日有所思夜有所梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说不行，""}, {""sex"": ""1"", ""content"": ""听说女生爱说反话，不行就是行。""}, {""sex"": ""1"", ""content"": ""都听你的，不行的话，我再想想办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就说你应该比我小""}, {""sex"": ""1"", ""content"": ""我喜欢比我大的不行吗！""}, {""sex"": ""1"", ""content"": ""哪里小了，你自己来看看！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""礼貌待人""}, {""sex"": ""1"", ""content"": ""像你这样懂礼貌又可爱的小仙女可不多见了。""}, {""sex"": ""1"", ""content"": ""一看就是家教特别好的小仙女呀。""}], ""lock"": 1}"
