"{""chat"": [{""sex"": ""1"", ""content"": ""小姐姐，我可以和你问一下路吗？""}, {""sex"": ""2"", ""content"": ""去哪？""}, {""sex"": ""1"", ""content"": ""去你心里的路""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咦。""}, {""sex"": ""1"", ""content"": ""不用惊讶，我就是专程在这堵你的。""}, {""sex"": ""1"", ""content"": ""咦，这么巧在这都能遇见""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""机场""}, {""sex"": ""1"", ""content"": ""东西都带齐了吗，可别忘记什么了哦""}, {""sex"": ""1"", ""content"": ""你要飞走了吗，可是你把我落下了啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得好看的先说话""}, {""sex"": ""1"", ""content"": ""那你还是先说话吧。""}, {""sex"": ""1"", ""content"": ""那长得漂亮的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就那么自信？""}, {""sex"": ""1"", ""content"": ""自信是一个男人必须具备的品质。""}, {""sex"": ""1"", ""content"": ""不自信点怎么追到你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是有什么事吗""}, {""sex"": ""1"", ""content"": ""难道我没事就不能来找你吗！""}, {""sex"": ""1"", ""content"": ""我有份爱情想找你谈谈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想你啊""}, {""sex"": ""1"", ""content"": ""那你准备什么时候想我啊。""}, {""sex"": ""1"", ""content"": ""那我怎么感觉到了想念。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候善良啊""}, {""sex"": ""1"", ""content"": ""爱上你开始就已经是善良了。""}, {""sex"": ""1"", ""content"": ""人本来就是善良的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想认识我干嘛""}, {""sex"": ""1"", ""content"": ""想跟你谈恋爱当然要先认识你啊。""}, {""sex"": ""1"", ""content"": ""我觉得你是一个很有气质的女生，想跟你做朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不认真""}, {""sex"": ""1"", ""content"": ""谁说的，我明明就拿出了我百分百的认真""}, {""sex"": ""1"", ""content"": ""只是你没有感受到我的认真而已吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多美""}, {""sex"": ""1"", ""content"": ""难道还有什么是比你更美的吗？""}, {""sex"": ""1"", ""content"": ""再美的景色也需要和美的人一起看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚买饭""}, {""sex"": ""1"", ""content"": ""看来请你吃饭这件事得往后拖拖了。""}, {""sex"": ""1"", ""content"": ""买啥好吃的，都不给我买一份。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真的不行""}, {""sex"": ""1"", ""content"": ""作为男生我不能说不行！""}, {""sex"": ""1"", ""content"": ""不行吗？行不行还得试试。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以加个微信嘛""}, {""sex"": ""1"", ""content"": ""小姐姐这么主动，我好害羞呀""}, {""sex"": ""1"", ""content"": ""来吧，加呀，我准备好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""需要我吗""}, {""sex"": ""1"", ""content"": ""很需要，需要亲亲，还需要抱抱。""}, {""sex"": ""1"", ""content"": ""一辈子都需要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过来挨揍""}, {""sex"": ""1"", ""content"": ""你揍我一下，我亲你一下，好像不亏。""}, {""sex"": ""1"", ""content"": ""你要拿你的小拳拳捶我胸口吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去哪呀""}, {""sex"": ""1"", ""content"": ""我去你心里啊。""}, {""sex"": ""1"", ""content"": ""怎么你想陪着我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你专一""}, {""sex"": ""1"", ""content"": ""如果不专一，有什么资格谈感情？""}, {""sex"": ""1"", ""content"": ""我对待感情从来都是这么专一的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不属于你""}, {""sex"": ""1"", ""content"": ""只是现在还不属于我，不代表以后会不属于我。""}, {""sex"": ""1"", ""content"": ""既然这样，那我属于你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样不好吧""}, {""sex"": ""1"", ""content"": ""你觉得哪里不好啊？""}, {""sex"": ""1"", ""content"": ""没什么不好，你别担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这话讲的""}, {""sex"": ""1"", ""content"": ""我这话说的有什么问题嘛？""}, {""sex"": ""1"", ""content"": ""是不是被我说到心坎里去了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想不想我""}, {""sex"": ""1"", ""content"": ""你在我脑子里跑了一天，不想都不行。""}, {""sex"": ""1"", ""content"": ""想，好像脑袋一有空闲就忍不住想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是好""}, {""sex"": ""1"", ""content"": ""我 以后会对你更好的""}, {""sex"": ""1"", ""content"": ""你都说好了我也没办法反驳呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自恋到极致""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭，我可不想被灭。""}, {""sex"": ""1"", ""content"": ""我先好好喜欢自己，然后再喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻妞""}, {""sex"": ""1"", ""content"": ""你还知道自己是个傻妞哦""}, {""sex"": ""1"", ""content"": ""像你这么傻的妞可不多见哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午安[爱心]""}, {""sex"": ""1"", ""content"": ""我仿佛看到你闭上双眼等我亲你的样子""}, {""sex"": ""1"", ""content"": ""午安，小仙女的爱心我就不客气地收下啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么知道我是吃货""}, {""sex"": ""1"", ""content"": ""我不仅知道你是吃货，还知道你是小仙女呢。""}, {""sex"": ""1"", ""content"": ""因为好看的女孩子都很喜欢吃好吃的东西。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也想吃饭""}, {""sex"": ""1"", ""content"": ""那还等什么，我们一起来吃饭啊。""}, {""sex"": ""1"", ""content"": ""别吃饭了，吃我就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你贫嘴""}, {""sex"": ""1"", ""content"": ""来亲一下，让它变成甜嘴。""}, {""sex"": ""1"", ""content"": ""你不就是爱我这嘴嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你捡到宝了""}, {""sex"": ""1"", ""content"": ""你不就是我捡到的宝贝吗？""}, {""sex"": ""1"", ""content"": ""那我岂不是赚到了吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还健身呢""}, {""sex"": ""1"", ""content"": ""我再不健身，我怕你不要我了。""}, {""sex"": ""1"", ""content"": ""这还不是为了吸引你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没救了你""}, {""sex"": ""1"", ""content"": ""那我只好溺死在爱你的河流里了。""}, {""sex"": ""1"", ""content"": ""爱情会让人变得无药可救。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不让我睡觉""}, {""sex"": ""1"", ""content"": ""我想让你成为一个国宝！""}, {""sex"": ""1"", ""content"": ""谁那么残忍不让小仙女睡觉了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么了老公""}, {""sex"": ""1"", ""content"": ""老公没事，就是想你了""}, {""sex"": ""1"", ""content"": ""我的小宝贝有没有在想我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不必客气""}, {""sex"": ""1"", ""content"": ""看来你已经把我当成自己人了是不是？""}, {""sex"": ""1"", ""content"": ""对待小仙女还是要礼貌绅士的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会哭的""}, {""sex"": ""1"", ""content"": ""你要是想哭，就躲在我怀里哭。""}, {""sex"": ""1"", ""content"": ""你这样我更心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上岁数了""}, {""sex"": ""1"", ""content"": ""瞎说，明明是风华正茂的年纪""}, {""sex"": ""1"", ""content"": ""年过花甲的人才有资格说上了岁数好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕快乐哈[呲牙]""}, {""sex"": ""1"", ""content"": ""七夕快乐，你今天要做甜甜的小仙女哟""}, {""sex"": ""1"", ""content"": ""七夕快乐呀，看起来小仙女今天心情不错哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""互撩""}, {""sex"": ""1"", ""content"": ""等会儿撩动心了，你可别说不啊。""}, {""sex"": ""1"", ""content"": ""这么撩的都有点开心了。""}], ""lock"": 1}"
