"{""chat"": [{""sex"": ""1"", ""content"": ""能不能和我拍个照?""}, {""sex"": ""2"", ""content"": ""为什么？?""}, {""sex"": ""1"", ""content"": ""我要向我同事证明，天使是存在的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你上班不忙啊""}, {""sex"": ""1"", ""content"": ""有时候的确是不怎么忙啦""}, {""sex"": ""1"", ""content"": ""在忙也得有时间陪你聊会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/思考][/思考]""}, {""sex"": ""1"", ""content"": ""思考怎么向我表白吗？""}, {""sex"": ""1"", ""content"": ""是不是我占据了你的整个脑袋？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算表白吗""}, {""sex"": ""1"", ""content"": ""当然算了，我就当你是在跟我表白了。""}, {""sex"": ""1"", ""content"": ""不算不算，你重新说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没追过人""}, {""sex"": ""1"", ""content"": ""我不介意当你的试验品，你可以开始追我了。""}, {""sex"": ""1"", ""content"": ""你没有经验，看来我只能主动出击了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别说这些""}, {""sex"": ""1"", ""content"": ""不说不说，小仙女不喜欢咱们就不说了""}, {""sex"": ""1"", ""content"": ""好，那说些你喜欢的东西，好不好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅的人，你先做个自我介绍吧""}, {""sex"": ""1"", ""content"": ""我最大的特点都已经被你看出来了就没什么好介绍的了""}, {""sex"": ""1"", ""content"": ""那我就不客气的先说了""}, {""sex"": ""1"", ""content"": ""那不行，一般都是漂亮的先说才对的""}, {""sex"": ""1"", ""content"": ""我秉承着女士优先的优良习惯，你先说吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是吃蜂蜜了""}, {""sex"": ""1"", ""content"": ""你怎么知道，是不是尝到了蜂蜜的味道了？""}, {""sex"": ""1"", ""content"": ""多吃蜂蜜对女孩子的皮肤好，你要不要也吃一点？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去死嘛""}, {""sex"": ""1"", ""content"": ""我还没娶你为妻，我不想死。""}, {""sex"": ""1"", ""content"": ""不去！我要是死了你咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要乱开玩笑""}, {""sex"": ""1"", ""content"": ""对你，我从不开玩笑。""}, {""sex"": ""1"", ""content"": ""我不会拿自己的感情来开玩笑的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会开玩笑。""}, {""sex"": ""1"", ""content"": ""生活已经很苦了，所以要给自己找点乐子呀。""}, {""sex"": ""1"", ""content"": ""我说的都是真心话，你竟然觉得我是在开玩笑吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心累吗？""}, {""sex"": ""1"", ""content"": ""心里装着你，怎么都不会累。""}, {""sex"": ""1"", ""content"": ""不累，反正有你陪着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我欺负你了吗""}, {""sex"": ""1"", ""content"": ""嘤嘤嘤，欺负完人就不认账了。""}, {""sex"": ""1"", ""content"": ""你没看到我受伤的小心灵吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会把我宠坏的""}, {""sex"": ""1"", ""content"": ""没办法，这辈子只喜欢你一个啊。""}, {""sex"": ""1"", ""content"": ""反正我宠的，我负责！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不小心睡过头了""}, {""sex"": ""1"", ""content"": ""怎么睡过头啦，是不是忘记调闹钟了？""}, {""sex"": ""1"", ""content"": ""下次我来叫你起床就不会睡过头啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你懂就好""}, {""sex"": ""1"", ""content"": ""懂你本来就很好。""}, {""sex"": ""1"", ""content"": ""有你更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还要减肥""}, {""sex"": ""1"", ""content"": ""吃饱了才有力气减肥，你说是不是。""}, {""sex"": ""1"", ""content"": ""你再减肥，我怕你会被风吹起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不煮饭""}, {""sex"": ""1"", ""content"": ""看来以后煮饭这种事情只能交给我了。""}, {""sex"": ""1"", ""content"": ""说吧，想吃啥我给你做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不让你看啊""}, {""sex"": ""1"", ""content"": ""你这么好看，怎么可以不让我看呢。""}, {""sex"": ""1"", ""content"": ""那我去你梦里偷偷看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""承让承让""}, {""sex"": ""1"", ""content"": ""你是我老婆能不让吗。""}, {""sex"": ""1"", ""content"": ""我们的关系还需要说这么客套？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊啥嘛""}, {""sex"": ""1"", ""content"": ""聊聊我们的未来嘛！""}, {""sex"": ""1"", ""content"": ""都这个年纪了，还能聊啥当然是聊爱情啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺自信啊""}, {""sex"": ""1"", ""content"": ""要是不自信，怎么追你呀。""}, {""sex"": ""1"", ""content"": ""自信是我天生的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""斗智斗勇的""}, {""sex"": ""1"", ""content"": ""毕竟我是个智勇双全的优秀男人嘛""}, {""sex"": ""1"", ""content"": ""你要是斗不过我可以提早认输哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你吃饭了吗""}, {""sex"": ""1"", ""content"": ""没你的佳肴索然无味 ，吃你就好""}, {""sex"": ""1"", ""content"": ""没呢，吃饭要两个人一起才香啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很好骗的""}, {""sex"": ""1"", ""content"": ""那我是要赶紧把你骗回家了。""}, {""sex"": ""1"", ""content"": ""你那么好骗，你还能在这？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要睡瞌睡了""}, {""sex"": ""1"", ""content"": ""去吧，我会好好陪着你一起的。""}, {""sex"": ""1"", ""content"": ""那你睡觉的时候可不可以梦到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我吃大餐""}, {""sex"": ""1"", ""content"": ""看来我的钱包要大出血了啊""}, {""sex"": ""1"", ""content"": ""说吧，你是想吃火锅还是烤肉？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么活动""}, {""sex"": ""1"", ""content"": ""是一个关于爱情的活动，你参加吗？""}, {""sex"": ""1"", ""content"": ""你想要什么活动呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚到教室""}, {""sex"": ""1"", ""content"": ""教室里最好看的那个仙女，我喜欢你！""}, {""sex"": ""1"", ""content"": ""好想偷偷溜进你的教室跟你一起上课啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近睡不着""}, {""sex"": ""1"", ""content"": ""怎么了，是不是想得太多了？""}, {""sex"": ""1"", ""content"": ""睡不着很难受的，你要是还睡不着就找我，我陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽啊""}, {""sex"": ""1"", ""content"": ""麻麻说主动打招呼的会成为未来的好儿媳。""}, {""sex"": ""1"", ""content"": ""哈喽！我发现你特别有眼光。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么天天有鱼吃""}, {""sex"": ""1"", ""content"": ""因为我天天去钓鱼啦。""}, {""sex"": ""1"", ""content"": ""有鱼吃不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有主见""}, {""sex"": ""1"", ""content"": ""所以你才需要我啊。""}, {""sex"": ""1"", ""content"": ""主见都是需要和你一起的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小可爱的时差已经倒不过来了""}, {""sex"": ""1"", ""content"": ""那我就倒个时差陪你一起。""}, {""sex"": ""1"", ""content"": ""只要有我在，保证没问题。""}], ""lock"": 1}"
