"{""chat"": [{""sex"": ""2"", ""content"": ""想搭讪的话，建议你换一个方法""}, {""sex"": ""1"", ""content"": ""我对你的建议很感兴趣，讲来听听，讲得好可以考虑留电话给你哦。""}, {""sex"": ""2"", ""content"": ""那得看你值不值得我建议。""}, {""sex"": ""1"", ""content"": ""我给你 5 块钱，怎么样,还不用找钱哦""}, {""sex"": ""2"", ""content"": ""那不是很值得我建议。""}, {""sex"": ""1"", ""content"": ""看你年纪不大，怎么记性这么不好，如果不值得你建议那你刚才怎么会建议我换一个方法呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你很有气质，能交个朋友吗""}, {""sex"": ""2"", ""content"": ""我们又不认识?""}, {""sex"": ""1"", ""content"": ""世界上其实没有陌生的两个人，只有还没相识的两个朋友，让我们彼此多一个朋友好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴太甜了吧""}, {""sex"": ""1"", ""content"": ""遇到甜甜的你，总得说一些甜甜的话吧。""}, {""sex"": ""1"", ""content"": ""今天特地为你抹了蜜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单身主义者""}, {""sex"": ""1"", ""content"": ""你先感受一下恋爱的美好再决定要不要单身嘛。""}, {""sex"": ""1"", ""content"": ""这么可爱的小仙女当个单身主义者岂不是有很多人要伤心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特别之处""}, {""sex"": ""1"", ""content"": ""特别之处就是我特别爱你""}, {""sex"": ""1"", ""content"": ""这个世界上就只有一个我，难道还不够特别吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吃就不吃""}, {""sex"": ""1"", ""content"": ""饿肚子的时候别叫我，哼。""}, {""sex"": ""1"", ""content"": ""不吃就不吃呗，我能怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做啥""}, {""sex"": ""1"", ""content"": ""我不敢说，我怕你拒绝我。""}, {""sex"": ""1"", ""content"": ""你想做啥我都会陪着你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要让我说什么""}, {""sex"": ""1"", ""content"": ""说你自己觉得对的就好了。""}, {""sex"": ""1"", ""content"": ""把自己的心里话说出来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单方面""}, {""sex"": ""1"", ""content"": ""不是单方面啊，我们是两情相悦。""}, {""sex"": ""1"", ""content"": ""我单方面宣布你是我女朋友，不接受反驳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来抱着睡""}, {""sex"": ""1"", ""content"": ""那就去梦里抱着吧。""}, {""sex"": ""1"", ""content"": ""要求还挺多的，不过我喜欢！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想抱着你""}, {""sex"": ""1"", ""content"": ""想法很好，但是你没有行动。""}, {""sex"": ""1"", ""content"": ""抱着就不允许你再抱其他人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就躺着""}, {""sex"": ""1"", ""content"": ""躺着多舒服啊。""}, {""sex"": ""1"", ""content"": ""那我躺着和你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说的真的""}, {""sex"": ""1"", ""content"": ""搞得我像是说假似得。""}, {""sex"": ""1"", ""content"": ""那你有本事把你真心给我看，我就信。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我啥都不知道""}, {""sex"": ""1"", ""content"": ""你可真的是傻傻啥都不知道啊。""}, {""sex"": ""1"", ""content"": ""没事你知道吃饭睡觉就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都怪相机照的不好看""}, {""sex"": ""1"", ""content"": ""照片怎么能拍出你的美丽呢。""}, {""sex"": ""1"", ""content"": ""这么好看的你，只用眼睛看才是最好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[呲牙][偷笑]""}, {""sex"": ""1"", ""content"": ""仙女原来是这么笑的呀。""}, {""sex"": ""1"", ""content"": ""笑就笑呗，还偷着笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不好玩""}, {""sex"": ""1"", ""content"": ""但是和你在一起是真的好看。""}, {""sex"": ""1"", ""content"": ""你好看不就完事了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是个小猪""}, {""sex"": ""1"", ""content"": ""那你是佩琪吗！""}, {""sex"": ""1"", ""content"": ""这么帅气的小猪也是第一次见。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是一般的累""}, {""sex"": ""1"", ""content"": ""我来给你揉揉肩捶捶背就不那么累了。""}, {""sex"": ""1"", ""content"": ""累了就好好休息，我很担心你会把身体给累垮了啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""您的快递到了，请签收""}, {""sex"": ""2"", ""content"": ""啊？我没有快递啊""}, {""sex"": ""1"", ""content"": ""有的，单子上写的你收到的是一位集帅气、才华、高  智商、温柔于一身的绅士。我还有照片，不信你看。【然后发一张自己的帅照过去】""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""我知道你在干嘛""}, {""sex"": ""2"", ""content"": ""我在干嘛？""}, {""sex"": ""1"", ""content"": ""在和我这个大帅哥聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""5开场白""}, {""sex"": ""1"", ""content"": ""你也在等人吗？""}, {""sex"": ""1"", ""content"": ""你好……我在那边等人，看到你经过，觉得你气质很好，所以很想和你认识一下。""}, {""sex"": ""1"", ""content"": ""我朋友说你很有气质，但他很害羞不好意思过来。我脸皮厚一点，过来和你认识一下。""}, {""sex"": ""1"", ""content"": ""你好！……有没有看我有点眼熟？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有趣的开场白""}, {""sex"": ""1"", ""content"": ""你好，我叫黑马王子，本来是白马，被你的光芒掩盖了。""}, {""sex"": ""1"", ""content"": ""你今天打扮的很美呢，是为我特意打扮的么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很帅吗？""}, {""sex"": ""1"", ""content"": ""帅不帅得你自己看了才知道。""}, {""sex"": ""1"", ""content"": ""一般一般，世界第三的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近忙吗？""}, {""sex"": ""1"", ""content"": ""我很忙的，忙着让你怎么当我老婆""}, {""sex"": ""1"", ""content"": ""你说呢，忙着想办法让你喜欢我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡醒啦""}, {""sex"": ""1"", ""content"": ""对呀，梦到你了，所以早点醒过来跟你说话。""}, {""sex"": ""1"", ""content"": ""真希望睡醒能看到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加油，小哥哥""}, {""sex"": ""1"", ""content"": ""有小可爱为我加油，我肯定会超常发挥的。""}, {""sex"": ""1"", ""content"": ""小哥哥我会加油的，肯定不让小仙女失望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你先试试""}, {""sex"": ""1"", ""content"": ""好吧，为了你，我心甘情愿做一只小白鼠。""}, {""sex"": ""1"", ""content"": ""女士优先，你先吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多大年龄？""}, {""sex"": ""1"", ""content"": ""我这年纪已经到了可以娶你的年纪了。""}, {""sex"": ""1"", ""content"": ""怎么，担心诱拐儿童嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字好听""}, {""sex"": ""1"", ""content"": ""我还有听过更好听的名字。""}, {""sex"": ""2"", ""content"": ""什么名字？""}, {""sex"": ""1"", ""content"": ""你的名字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉冷""}, {""sex"": ""1"", ""content"": ""需要我给你一个暖暖的抱抱。""}, {""sex"": ""1"", ""content"": ""冷点没关系，反正有我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉好""}, {""sex"": ""1"", ""content"": ""是啊，感觉可以好好梦到你了。""}, {""sex"": ""1"", ""content"": ""睡觉再好也没有梦到你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺有意思""}, {""sex"": ""1"", ""content"": ""我岂止是有意思那么简单啊。""}, {""sex"": ""1"", ""content"": ""再有意思也没有你来的有意思。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这不是为难我吗""}, {""sex"": ""1"", ""content"": ""我像是那种为难你的人吗？""}, {""sex"": ""1"", ""content"": ""为难一个我喜欢的人干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼渣男""}, {""sex"": ""1"", ""content"": ""你见过这么老实的渣男吗？""}, {""sex"": ""1"", ""content"": ""我要是渣男，就没有什么好男人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""往后余生是你""}, {""sex"": ""1"", ""content"": ""牵挂是你，思念是你""}, {""sex"": ""1"", ""content"": ""最后的那个人就是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有缺点""}, {""sex"": ""1"", ""content"": ""不，你的缺点就是优点太多了。""}, {""sex"": ""1"", ""content"": ""毕竟是仙女怎么可以有缺点呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吵架""}, {""sex"": ""1"", ""content"": ""我怎么舍得跟小仙女吵架呢？""}, {""sex"": ""1"", ""content"": ""疼你爱你都来不及，怎么会跟你吵架呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想感冒了""}, {""sex"": ""1"", ""content"": ""你要是感冒了，我就要揍人了。""}, {""sex"": ""1"", ""content"": ""你这种小可爱感冒是不被允许的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冒昧""}, {""sex"": ""1"", ""content"": ""冒昧什么呀，跟我就不用不好意思了""}, {""sex"": ""1"", ""content"": ""没事没事，我不介意的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感冒加重""}, {""sex"": ""1"", ""content"": ""你是不是没吃药，所以感冒加重了。""}, {""sex"": ""1"", ""content"": ""你故意让感冒加重让我担心是不是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呦不错哦""}, {""sex"": ""1"", ""content"": ""嗯哼，当然是不会让小仙女感到失望的。""}, {""sex"": ""1"", ""content"": ""还有更厉害的呢，你想不想知道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你都不理我""}, {""sex"": ""1"", ""content"": ""你挣得这么好看谁敢不理你啊。""}, {""sex"": ""1"", ""content"": ""我要是不理你，我还能是我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小时候不懂事""}, {""sex"": ""1"", ""content"": ""谁都有过不懂事的小时候呀。""}, {""sex"": ""1"", ""content"": ""你现在已经长成了懂事的大姑娘啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那边下雨吗""}, {""sex"": ""1"", ""content"": ""没下雨，不过也是阴天呢。""}, {""sex"": ""1"", ""content"": ""在下雨呀，你那边也在下是嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会怎样""}, {""sex"": ""1"", ""content"": ""我会好好的想你的。""}, {""sex"": ""1"", ""content"": ""我会怎么样，你心里没点数吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没有起床""}, {""sex"": ""1"", ""content"": ""怪不得我到现在也没能起来，原来你还在床上""}, {""sex"": ""1"", ""content"": ""我的小懒猪，太阳公公都晒屁股了还不起来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么对女生说早安""}, {""sex"": ""1"", ""content"": ""早早早，小仙女今天还是那么可爱呢""}, {""sex"": ""1"", ""content"": ""早上好，今天的太阳也托我跟你说早上好！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愿生活不太拥挤""}, {""sex"": ""1"", ""content"": ""愿我的生活能够拥有你""}, {""sex"": ""1"", ""content"": ""不拥挤的，我们的生活里就是彼此""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万一有呢""}, {""sex"": ""1"", ""content"": ""哪来这么多万一啊，傻瓜。""}, {""sex"": ""1"", ""content"": ""有我在，怎么会有那么多万一。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在忙吧""}, {""sex"": ""1"", ""content"": ""你来找我的时候我可以选择不忙。""}, {""sex"": ""1"", ""content"": ""嗯，我正在忙着和你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有彩虹""}, {""sex"": ""1"", ""content"": ""彩虹有你好看嘛？""}, {""sex"": ""1"", ""content"": ""听说仙女就在彩虹下来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""接住我""}, {""sex"": ""1"", ""content"": ""接住你了可以抱回家吗？""}, {""sex"": ""1"", ""content"": ""我怕你太重了会把我压垮。""}], ""lock"": 1}"
